original_image_path,frame,district,severity,max_dbz,rain_pixels,rain_level,rain_level_data
cropped_districts_by_frame/central/20260316_160000\frame_000\ราษฎร์บูรณะ.png,0,ราษฎร์บูรณะ,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_090023\frame_011\จอมทอง.png,11,จอมทอง,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_006\สาทร.png,6,สาทร,21.91666603088379,24.0,6,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_005\บางนา.png,5,บางนา,23.1842098236084,34.0,95,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_060001\frame_006\มีนบุรี.png,6,มีนบุรี,22.64107894897461,34.0,241,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_008\คันนายาว.png,8,คันนายาว,22.2041130065918,34.0,316,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_060023\frame_011\จอมทอง.png,11,จอมทอง,22.157894134521484,34.0,19,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260510_010023\frame_007\บางกอกใหญ่.png,7,บางกอกใหญ่,24.0,34.0,20,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_210000\frame_011\ภาษีเจริญ.png,11,ภาษีเจริญ,21.74752426147461,34.0,101,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_009\คันนายาว.png,9,คันนายาว,21.523473739624023,26.5,213,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_100004\frame_009\หลักสี่.png,9,หลักสี่,22.607595443725582,34.0,79,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_050000\frame_006\บึงกุ่ม.png,6,บึงกุ่ม,22.409090042114254,34.0,44,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_000023\frame_001\บางคอแหลม.png,1,บางคอแหลม,25.66666603088379,34.0,9,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_005\มีนบุรี.png,5,มีนบุรี,21.941177368164062,34.0,34,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_009\ห้วยขวาง.png,9,ห้วยขวาง,23.204545974731445,34.0,66,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_190000\frame_000\ห้วยขวาง.png,0,ห้วยขวาง,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260524_030001\frame_006\สวนหลวง.png,6,สวนหลวง,24.625,34.0,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260226_220000\frame_010\บางแค.png,10,บางแค,22.988439559936523,34.0,346,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_190024\frame_010\บึงกุ่ม.png,10,บึงกุ่ม,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260524_040006\frame_011\บางกะปิ.png,11,บางกะปิ,25.66666603088379,46.5,6,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_150000\frame_007\วัฒนา.png,7,วัฒนา,21.5,21.5,11,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_060023\frame_003\คันนายาว.png,3,คันนายาว,22.2608699798584,34.0,23,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260505_010001\frame_007\จตุจักร.png,7,จตุจักร,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_210000\frame_002\บางกอกใหญ่.png,2,บางกอกใหญ่,25.66666603088379,34.0,57,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_220024\frame_006\ลาดกระบัง.png,6,ลาดกระบัง,23.81304359436035,36.5,575,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_030000\frame_001\บางกะปิ.png,1,บางกะปิ,23.986841201782227,34.0,190,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260226_230022\frame_010\บางขุนเทียน.png,10,บางขุนเทียน,25.19581413269043,46.5,669,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_060001\frame_003\บึงกุ่ม.png,3,บึงกุ่ม,25.36842155456543,34.0,95,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_100027\frame_006\คันนายาว.png,6,คันนายาว,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_010000\frame_011\ปทุมวัน.png,11,ปทุมวัน,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_007\จอมทอง.png,7,จอมทอง,21.5,21.5,5,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_000001\frame_011\คลองเตย.png,11,คลองเตย,22.95833396911621,36.5,108,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_000001\frame_000\บางกอกใหญ่.png,0,บางกอกใหญ่,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260226_230022\frame_011\พระนคร.png,11,พระนคร,29.0,34.0,5,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_000\สวนหลวง.png,0,สวนหลวง,24.0,34.0,10,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_009\บางขุนเทียน.png,9,บางขุนเทียน,23.38524627685547,34.0,61,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260519_210001\frame_002\วังทองหลาง.png,2,วังทองหลาง,21.928571701049805,34.0,35,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_004\ทุ่งครุ.png,4,ทุ่งครุ,23.22709846496582,34.0,262,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_180001\frame_003\คันนายาว.png,3,คันนายาว,26.60670661926269,54.0,164,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_180001\frame_010\บางคอแหลม.png,10,บางคอแหลม,27.80952453613281,34.0,63,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_006\บางกอกใหญ่.png,6,บางกอกใหญ่,24.14705848693848,34.0,34,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_200023\frame_001\คันนายาว.png,1,คันนายาว,21.5,21.5,10,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_190000\frame_006\หนองจอก.png,6,หนองจอก,25.515872955322266,46.5,630,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_007\ทุ่งครุ.png,7,ทุ่งครุ,23.225589752197266,34.0,297,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_150000\frame_008\บางบอน.png,8,บางบอน,27.75,34.0,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_190001\frame_002\จอมทอง.png,2,จอมทอง,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_220025\frame_007\ลาดกระบัง.png,7,ลาดกระบัง,21.5,21.5,12,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_180025\frame_000\บางซื่อ.png,0,บางซื่อ,29.909090042114254,46.5,99,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260517_200025\frame_003\สะพานสูง.png,3,สะพานสูง,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_210022\frame_000\บึงกุ่ม.png,0,บึงกุ่ม,21.810651779174805,34.0,169,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_070022\frame_006\บางขุนเทียน.png,6,บางขุนเทียน,23.466527938842773,41.5,239,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_060023\frame_000\ทุ่งครุ.png,0,ทุ่งครุ,25.66666603088379,34.0,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_210000\frame_009\ทวีวัฒนา.png,9,ทวีวัฒนา,22.009708404541016,34.0,103,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_010\คันนายาว.png,10,คันนายาว,22.37719345092773,34.0,57,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_000023\frame_000\จอมทอง.png,0,จอมทอง,24.20833396911621,34.0,72,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_020000\frame_000\ดุสิต.png,0,ดุสิต,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_200023\frame_000\ประเวศ.png,0,ประเวศ,21.696849822998047,34.0,127,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260312_070000\frame_007\บางขุนเทียน.png,7,บางขุนเทียน,25.738506317138672,46.5,174,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_200001\frame_003\ป้อมปราบศัตรูพ่าย.png,3,ป้อมปราบศัตรูพ่าย,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_009\วัฒนา.png,9,วัฒนา,27.16176414489746,34.0,68,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260527_030000\frame_011\ยานนาวา.png,11,ยานนาวา,26.5,34.0,8,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_030000\frame_001\วัฒนา.png,1,วัฒนา,26.27777862548828,34.0,45,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_008\หลักสี่.png,8,หลักสี่,23.141414642333984,34.0,99,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_200025\frame_008\บางเขน.png,8,บางเขน,24.531496047973636,46.5,508,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_100004\frame_007\สาทร.png,7,สาทร,21.77777862548828,24.0,9,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_090001\frame_006\บางแค.png,6,บางแค,23.295774459838867,34.0,71,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_100027\frame_007\ห้วยขวาง.png,7,ห้วยขวาง,21.5,21.5,10,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260312_060001\frame_005\บางแค.png,5,บางแค,21.5,21.5,5,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_180025\frame_007\ภาษีเจริญ.png,7,ภาษีเจริญ,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260513_230023\frame_009\ทุ่งครุ.png,9,ทุ่งครุ,28.042207717895508,51.5,154,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_000023\frame_011\จอมทอง.png,11,จอมทอง,23.090909957885746,34.0,22,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_000001\frame_002\บางบอน.png,2,บางบอน,22.627819061279297,34.0,266,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_060023\frame_010\สวนหลวง.png,10,สวนหลวง,28.747900009155277,44.0,119,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_020029\frame_002\วัฒนา.png,2,วัฒนา,23.0,34.0,25,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_210023\frame_003\หลักสี่.png,3,หลักสี่,24.164234161376957,41.5,137,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_030000\frame_009\บึงกุ่ม.png,9,บึงกุ่ม,23.649532318115234,34.0,107,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_210000\frame_000\ดอนเมือง.png,0,ดอนเมือง,23.54692649841309,34.0,309,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_000023\frame_008\บางแค.png,8,บางแค,23.545454025268555,34.0,22,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260425_190002\frame_005\บางขุนเทียน.png,5,บางขุนเทียน,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_100027\frame_008\วัฒนา.png,8,วัฒนา,21.5,21.5,9,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_170022\frame_005\สวนหลวง.png,5,สวนหลวง,29.83333396911621,34.0,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260519_210001\frame_000\ลาดพร้าว.png,0,ลาดพร้าว,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260312_070000\frame_002\ราชเทวี.png,2,ราชเทวี,22.15217399597168,34.0,23,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_004\ประเวศ.png,4,ประเวศ,26.991071701049805,46.5,112,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_040000\frame_002\สวนหลวง.png,2,สวนหลวง,23.95098114013672,34.0,51,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_220024\frame_001\บางนา.png,1,บางนา,27.630952835083008,46.5,84,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_002\คันนายาว.png,2,คันนายาว,21.5,21.5,7,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260513_230023\frame_008\บางบอน.png,8,บางบอน,27.18548393249512,34.0,62,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_020000\frame_007\ภาษีเจริญ.png,7,ภาษีเจริญ,22.75,34.0,10,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_000023\frame_009\ราษฎร์บูรณะ.png,9,ราษฎร์บูรณะ,26.0744686126709,34.0,47,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_160000\frame_000\สายไหม.png,0,สายไหม,21.5,21.5,7,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_010\บางซื่อ.png,10,บางซื่อ,26.35714340209961,34.0,70,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_009\บางกะปิ.png,9,บางกะปิ,24.714284896850582,34.0,14,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_010001\frame_000\ภาษีเจริญ.png,0,ภาษีเจริญ,21.867647171020508,34.0,34,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_200023\frame_009\ลาดกระบัง.png,9,ลาดกระบัง,21.62331771850586,34.0,223,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_190023\frame_005\มีนบุรี.png,5,มีนบุรี,24.25052261352539,46.5,479,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_160022\frame_007\หนองจอก.png,7,หนองจอก,29.652952194213867,59.0,559,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_190000\frame_008\สายไหม.png,8,สายไหม,25.46923065185547,46.5,325,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_000\คลองเตย.png,0,คลองเตย,28.0625,51.5,8,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_000001\frame_009\ราชเทวี.png,9,ราชเทวี,24.975608825683597,34.0,82,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_220024\frame_004\หนองจอก.png,4,หนองจอก,27.361268997192383,54.0,1402,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_200001\frame_010\จตุจักร.png,10,จตุจักร,29.0,54.0,267,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_006\ลาดกระบัง.png,6,ลาดกระบัง,22.10553550720215,34.0,289,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_100004\frame_001\บางคอแหลม.png,1,บางคอแหลม,24.78125,34.0,16,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_210022\frame_005\คลองสามวา.png,5,คลองสามวา,23.100000381469727,34.0,25,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_030002\frame_006\ทวีวัฒนา.png,6,ทวีวัฒนา,22.10344886779785,34.0,232,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_100002\frame_011\ลาดกระบัง.png,11,ลาดกระบัง,29.53418731689453,51.5,234,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_010000\frame_007\วัฒนา.png,7,วัฒนา,21.5,21.5,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_190024\frame_011\ลาดกระบัง.png,11,ลาดกระบัง,22.008298873901367,34.0,241,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_011\พระโขนง.png,11,พระโขนง,22.925233840942383,34.0,107,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260524_030001\frame_010\บางรัก.png,10,บางรัก,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_020000\frame_008\ประเวศ.png,8,ประเวศ,26.71442413330078,54.0,513,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_090001\frame_011\บางซื่อ.png,11,บางซื่อ,21.82258033752441,34.0,124,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_210000\frame_007\จตุจักร.png,7,จตุจักร,21.735849380493164,34.0,53,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_200023\frame_002\บางขุนเทียน.png,2,บางขุนเทียน,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_100004\frame_006\ธนบุรี.png,6,ธนบุรี,25.875,34.0,12,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_190000\frame_010\สายไหม.png,10,สายไหม,22.30827140808105,34.0,133,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260226_220022\frame_003\ป้อมปราบศัตรูพ่าย.png,3,ป้อมปราบศัตรูพ่าย,24.41666603088379,34.0,6,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_180023\frame_008\บางพลัด.png,8,บางพลัด,24.1953125,36.5,64,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_100004\frame_010\บางบอน.png,10,บางบอน,21.5,21.5,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260519_200001\frame_004\ราษฎร์บูรณะ.png,4,ราษฎร์บูรณะ,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260501_020027\frame_007\ดินแดง.png,7,ดินแดง,29.089284896850582,51.5,28,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_180001\frame_010\ราชเทวี.png,10,ราชเทวี,23.399999618530277,34.0,25,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_160000\frame_002\บางขุนเทียน.png,2,บางขุนเทียน,26.84722137451172,46.5,36,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260227_000001\frame_003\หนองแขม.png,3,หนองแขม,22.125,34.0,28,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260508_210022\frame_002\ลาดกระบัง.png,2,ลาดกระบัง,22.178571701049805,34.0,70,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_010000\frame_008\บางบอน.png,8,บางบอน,22.461538314819336,34.0,13,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_150000\frame_006\คลองสามวา.png,6,คลองสามวา,27.25,34.0,20,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_050000\frame_005\บางกะปิ.png,5,บางกะปิ,25.710525512695312,34.0,19,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_220002\frame_006\สายไหม.png,6,สายไหม,21.5,21.5,5,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_200023\frame_006\หลักสี่.png,6,หลักสี่,22.823530197143555,34.0,17,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260517_200025\frame_004\บางกะปิ.png,4,บางกะปิ,22.125,34.0,88,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_210023\frame_011\พญาไท.png,11,พญาไท,24.83333396911621,34.0,36,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_190024\frame_008\มีนบุรี.png,8,มีนบุรี,22.047945022583008,34.0,219,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_210000\frame_000\สะพานสูง.png,0,สะพานสูง,24.238094329833984,34.0,21,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_005\ลาดกระบัง.png,5,ลาดกระบัง,24.419267654418945,46.5,1121,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_070022\frame_000\บางซื่อ.png,0,บางซื่อ,28.27083396911621,46.5,24,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_001\บางขุนเทียน.png,1,บางขุนเทียน,25.173532485961918,36.5,801,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_180001\frame_010\ลาดพร้าว.png,10,ลาดพร้าว,24.466102600097656,34.0,59,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_220002\frame_003\บึงกุ่ม.png,3,บึงกุ่ม,25.98052024841309,34.0,154,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_210000\frame_004\สวนหลวง.png,4,สวนหลวง,21.827869415283203,34.0,61,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_100027\frame_005\ลาดพร้าว.png,5,ลาดพร้าว,23.127906799316406,34.0,86,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260226_230000\frame_009\ภาษีเจริญ.png,9,ภาษีเจริญ,22.912214279174805,34.0,131,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260505_020023\frame_001\หนองจอก.png,1,หนองจอก,22.327465057373047,34.0,426,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_005\บางกอกน้อย.png,5,บางกอกน้อย,28.64285659790039,34.0,7,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_200023\frame_000\คลองสามวา.png,0,คลองสามวา,21.979591369628903,34.0,245,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_220024\frame_004\ประเวศ.png,4,ประเวศ,21.954545974731445,34.0,341,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_210023\frame_010\จอมทอง.png,10,จอมทอง,28.205427169799805,46.5,129,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_070022\frame_004\ยานนาวา.png,4,ยานนาวา,27.125,34.0,16,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260517_200025\frame_007\ลาดกระบัง.png,7,ลาดกระบัง,21.5,21.5,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260523_010000\frame_009\บางขุนเทียน.png,9,บางขุนเทียน,22.82978630065918,34.0,47,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_003\ลาดกระบัง.png,3,ลาดกระบัง,24.80316734313965,36.5,663,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260527_020002\frame_006\บางขุนเทียน.png,6,บางขุนเทียน,21.839195251464844,34.0,199,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260312_070022\frame_000\ราษฎร์บูรณะ.png,0,ราษฎร์บูรณะ,26.241378784179688,34.0,29,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_220024\frame_003\บึงกุ่ม.png,3,บึงกุ่ม,21.658227920532227,34.0,237,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260504_180001\frame_011\หลักสี่.png,11,หลักสี่,22.461538314819336,34.0,13,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260508_200003\frame_009\สะพานสูง.png,9,สะพานสูง,22.663793563842773,34.0,232,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_210023\frame_010\จตุจักร.png,10,จตุจักร,22.57976722717285,34.0,257,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260504_160022\frame_006\ลาดพร้าว.png,6,ลาดพร้าว,22.69403076171875,41.5,67,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260527_030000\frame_009\ทุ่งครุ.png,9,ทุ่งครุ,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260507_190023\frame_008\พระโขนง.png,8,พระโขนง,23.29611587524414,34.0,103,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260505_040003\frame_006\หนองแขม.png,6,หนองแขม,23.64285659790039,34.0,343,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_010000\frame_006\ธนบุรี.png,6,ธนบุรี,26.5,46.5,5,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_010000\frame_009\ลาดกระบัง.png,9,ลาดกระบัง,23.703947067260746,34.0,304,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_010000\frame_007\ป้อมปราบศัตรูพ่าย.png,7,ป้อมปราบศัตรูพ่าย,24.625,34.0,4,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260505_040026\frame_009\ราษฎร์บูรณะ.png,9,ราษฎร์บูรณะ,27.16964340209961,34.0,56,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_150000\frame_004\มีนบุรี.png,4,มีนบุรี,24.037878036499023,34.0,66,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_009\บางรัก.png,9,บางรัก,24.340909957885746,34.0,22,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_003\มีนบุรี.png,3,มีนบุรี,25.200000762939453,34.0,50,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_030023\frame_006\พระโขนง.png,6,พระโขนง,23.0625,34.0,8,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260226_230000\frame_011\ธนบุรี.png,11,ธนบุรี,25.14583396911621,34.0,48,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260316_150000\frame_004\บางคอแหลม.png,4,บางคอแหลม,23.0625,34.0,8,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_007\หนองจอก.png,7,หนองจอก,27.299999237060547,46.5,25,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260520_210000\frame_009\ดุสิต.png,9,ดุสิต,27.69791603088379,34.0,48,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260312_060001\frame_007\วัฒนา.png,7,วัฒนา,24.316455841064453,46.5,79,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_200023\frame_005\บางรัก.png,5,บางรัก,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260505_010001\frame_000\บึงกุ่ม.png,0,บึงกุ่ม,21.5,21.5,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260525_040000\frame_000\ยานนาวา.png,0,ยานนาวา,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_220024\frame_001\บางซื่อ.png,1,บางซื่อ,22.39285659790039,34.0,28,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260226_230000\frame_011\บางขุนเทียน.png,11,บางขุนเทียน,26.943702697753903,46.5,1048,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260227_160023\frame_008\ลาดกระบัง.png,8,ลาดกระบัง,21.5,21.5,25,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260514_020029\frame_010\ลาดกระบัง.png,10,ลาดกระบัง,26.15415954589844,54.0,1106,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260312_070000\frame_003\บางคอแหลม.png,3,บางคอแหลม,23.0625,34.0,16,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260520_210023\frame_011\ราษฎร์บูรณะ.png,11,ราษฎร์บูรณะ,27.40277862548828,34.0,72,ฝนเล็กน้อย,1
cropped_districts_by_frame/north/20260510_010023\frame_007\บางแค.png,7,บางแค,25.60179710388184,44.0,167,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260514_020006\frame_009\พระโขนง.png,9,พระโขนง,23.469696044921875,34.0,132,ฝนเล็กน้อย,1
